"endorser","category","candidate","endorsement"
"Alice B. Toklas Democratic Club","District 17","Jane Kim","No"
"Alice B. Toklas Democratic Club","District 17","Jill Wynns","Yes"
"Alice B. Toklas Democratic Club","District 17","Jo Elias-Jackson","No"
"Alice B. Toklas Democratic Club","District 17","John Burton","No"
"Alice B. Toklas Democratic Club","District 17","Jon Golinger","No"
"Alice B. Toklas Democratic Club","District 17","Joshua Arce","Yes"
"Alice B. Toklas Democratic Club","District 17","Leah Pimentel","Yes"
"Alice B. Toklas Democratic Club","District 17","London Breed","Yes"
"Alice B. Toklas Democratic Club","District 17","Malia Cohen","Yes"
"Alice B. Toklas Democratic Club","District 17","Marlene Tran","No"
"Alice B. Toklas Democratic Club","District 17","Melissa San Miguel","No"
"Alice B. Toklas Democratic Club","District 17","Michael E. Grafton","No"
"Alice B. Toklas Democratic Club","District 17","Nicholas Pasquarielleo","No"
"Alice B. Toklas Democratic Club","District 17","Petra DeJesus","No"
"Alice B. Toklas Democratic Club","District 17","Pratima Gupta","No"
"Alice B. Toklas Democratic Club","District 17","Rafael Mandelman","Yes"
"Alice B. Toklas Democratic Club","District 17","Rebecca Prozan","Yes"
"Alice B. Toklas Democratic Club","District 17","Rick Hauptman","No"
"Alice B. Toklas Democratic Club","District 17","Rodney Hauge","No"
"Alice B. Toklas Democratic Club","District 17","Scott Wiener","Yes"
"Alice B. Toklas Democratic Club","District 17","Shaun Haines","Yes"
"Alice B. Toklas Democratic Club","District 17","Sophie Maxwell","No"
"Alice B. Toklas Democratic Club","District 17","Tom Ammiano","No"
"Alice B. Toklas Democratic Club","District 17","Tom Hsieh, Sr.","No"
"Alice B. Toklas Democratic Club","District 17","Wade Woods","No"
"Alice B. Toklas Democratic Club","District 17","Wendy Ha Chau","No"
"Alice B. Toklas Democratic Club","District 17","Zoe Dunning","Yes"
"Alice B. Toklas Democratic Club","District 19","Angela Alioto","No"
"Alice B. Toklas Democratic Club","District 19","Bill Fazio","No"
"Alice B. Toklas Democratic Club","District 19","Brigitte Davila","No"
"Alice B. Toklas Democratic Club","District 19","Emily Murase","Yes"
"Alice B. Toklas Democratic Club","District 19","Eric Mar","No"
"Alice B. Toklas Democratic Club","District 19","Gabriel Medina","No"
"Alice B. Toklas Democratic Club","District 19","Hene Kelly","No"
"Alice B. Toklas Democratic Club","District 19","Joel Engardio","Yes"
"Alice B. Toklas Democratic Club","District 19","Kat Anderson","Yes"
"Alice B. Toklas Democratic Club","District 19","Keith Baraka","Yes"
"Alice B. Toklas Democratic Club","District 19","Leah LaCroix","No"
"Alice B. Toklas Democratic Club","District 19","Marjan Philhour","Yes"
"Alice B. Toklas Democratic Club","District 19","Mark Farrell","Yes"
"Alice B. Toklas Democratic Club","District 19","Mary Jung","Yes"
"Alice B. Toklas Democratic Club","District 19","Myrna Melgar","No"
"Alice B. Toklas Democratic Club","District 19","Norman Yee","No"
"Alice B. Toklas Democratic Club","District 19","Rachel Norton","Yes"
"Alice B. Toklas Democratic Club","District 19","Samuel Kwong","No"
"Alice B. Toklas Democratic Club","District 19","Sandra Lee Fewer","No"
"Alice B. Toklas Democratic Club","District 19","Tom A. Hsieh, Jr.","Yes"
"Alice B. Toklas Democratic Club","District 19","Trevor McNeil","Yes"
"Alice B. Toklas Democratic Club","Proposition","Local A","Yes"
"Alice B. Toklas Democratic Club","Proposition","Local B","Yes"
"Alice B. Toklas Democratic Club","Proposition","Local C","Yes"
"Alice B. Toklas Democratic Club","Proposition","Local D","Yes"
"Alice B. Toklas Democratic Club","Proposition","Local E","Yes"
"Alice B. Toklas Democratic Club","Proposition","Regional AA","Yes"
"Alice B. Toklas Democratic Club","Proposition","State 50","Yes"
"Alice B. Toklas Democratic Club","State Senate","Jane Kim","No"
"Alice B. Toklas Democratic Club","State Senate","Scott Wiener","Yes"
"Alix Rosenthal","District 17","Aaron Peskin","No"
"Alix Rosenthal","District 17","Alix Rosenthal","Yes"
"Alix Rosenthal","District 17","Alysabeth Alexander","No"
"Alix Rosenthal","District 17","Arlo Hale Smith","Yes"
"Alix Rosenthal","District 17","Bevan Dufty","No"
"Alix Rosenthal","District 17","Cindy Wu","No"
"Alix Rosenthal","District 17","David Campos","No"
"Alix Rosenthal","District 17","David Giesen","No"
"Alix Rosenthal","District 17","Frances Hsieh","No"
"Alix Rosenthal","District 17","Francis Tsang","Yes"
"Alix Rosenthal","District 17","Gary McCoy","Yes"
"Alix Rosenthal","District 17","Gladys Soto","No"
"Alix Rosenthal","District 17","Jane Kim","No"
"Alix Rosenthal","District 17","Jill Wynns","Yes"
"Alix Rosenthal","District 17","Jo Elias-Jackson","No"
"Alix Rosenthal","District 17","John Burton","No"
"Alix Rosenthal","District 17","Jon Golinger","No"
"Alix Rosenthal","District 17","Joshua Arce","Yes"
"Alix Rosenthal","District 17","Leah Pimentel","Yes"
"Alix Rosenthal","District 17","London Breed","Yes"
"Alix Rosenthal","District 17","Malia Cohen","Yes"
"Alix Rosenthal","District 17","Marlene Tran","No"
"Alix Rosenthal","District 17","Melissa San Miguel","No"
"Alix Rosenthal","District 17","Michael E. Grafton","No"
"Alix Rosenthal","District 17","Nicholas Pasquarielleo","No"
"Alix Rosenthal","District 17","Petra DeJesus","No"
"Alix Rosenthal","District 17","Pratima Gupta","No"
"Alix Rosenthal","District 17","Rafael Mandelman","Yes"
"Alix Rosenthal","District 17","Rebecca Prozan","Yes"
"Alix Rosenthal","District 17","Rick Hauptman","No"
"Alix Rosenthal","District 17","Rodney Hauge","No"
"Alix Rosenthal","District 17","Scott Wiener","Yes"
"Alix Rosenthal","District 17","Shaun Haines","No"
"Alix Rosenthal","District 17","Sophie Maxwell","No"
"Alix Rosenthal","District 17","Tom Ammiano","No"
"Alix Rosenthal","District 17","Tom Hsieh, Sr.","Yes"
"Alix Rosenthal","District 17","Wade Woods","No"
"Alix Rosenthal","District 17","Wendy Ha Chau","No"
"Alix Rosenthal","District 17","Zoe Dunning","Yes"
"Alix Rosenthal","District 19","Angela Alioto","No"
"Alix Rosenthal","District 19","Bill Fazio","No"
"Alix Rosenthal","District 19","Brigitte Davila","No"
"Alix Rosenthal","District 19","Emily Murase","Yes"
"Alix Rosenthal","District 19","Eric Mar","No"
"Alix Rosenthal","District 19","Gabriel Medina","No"
"Alix Rosenthal","District 19","Hene Kelly","No"
"Alix Rosenthal","District 19","Joel Engardio","Yes"
"Alix Rosenthal","District 19","Kat Anderson","Yes"
"Alix Rosenthal","District 19","Keith Baraka","Yes"
"Alix Rosenthal","District 19","Leah LaCroix","No"
"Alix Rosenthal","District 19","Marjan Philhour","Yes"
"Alix Rosenthal","District 19","Mark Farrell","Yes"
"Alix Rosenthal","District 19","Mary Jung","Yes"
"Alix Rosenthal","District 19","Myrna Melgar","No"
"Alix Rosenthal","District 19","Norman Yee","No"
"Alix Rosenthal","District 19","Rachel Norton","Yes"
"Alix Rosenthal","District 19","Samuel Kwong","No"
"Alix Rosenthal","District 19","Sandra Lee Fewer","No"
"Alix Rosenthal","District 19","Tom A. Hsieh, Jr.","Yes"
"Alix Rosenthal","District 19","Trevor McNeil","Yes"
"Alix Rosenthal","Proposition","Local A","Yes"
"Alix Rosenthal","Proposition","Local B","Yes"
"Alix Rosenthal","Proposition","Local C","Yes"
"Alix Rosenthal","Proposition","Local D","Yes"
"Alix Rosenthal","Proposition","Local E","Yes"
"Alix Rosenthal","Proposition","Regional AA","Yes"
"Alix Rosenthal","Proposition","State 50","No"
"Alix Rosenthal","State Senate","Jane Kim","No"
"Alix Rosenthal","State Senate","Scott Wiener","Yes"
"Bernal Heights Democratic Club","District 17","Aaron Peskin","Yes"
"Bernal Heights Democratic Club","District 17","Alix Rosenthal","No"
"Bernal Heights Democratic Club","District 17","Alysabeth Alexander","Yes"
"Bernal Heights Democratic Club","District 17","Arlo Hale Smith","No"
"Bernal Heights Democratic Club","District 17","Bevan Dufty","Yes"
"Bernal Heights Democratic Club","District 17","Cindy Wu","Yes"
"Bernal Heights Democratic Club","District 17","David Campos","Yes"
"Bernal Heights Democratic Club","District 17","David Giesen","No"
"Bernal Heights Democratic Club","District 17","Frances Hsieh","Yes"
"Bernal Heights Democratic Club","District 17","Francis Tsang","No"
"Bernal Heights Democratic Club","District 17","Gary McCoy","No"
"Bernal Heights Democratic Club","District 17","Gladys Soto","No"
"Bernal Heights Democratic Club","District 17","Jane Kim","Yes"
"Bernal Heights Democratic Club","District 17","Jill Wynns","No"
"Bernal Heights Democratic Club","District 17","Jo Elias-Jackson","No"
"Bernal Heights Democratic Club","District 17","John Burton","No"
"Bernal Heights Democratic Club","District 17","Jon Golinger","Yes"
"Bernal Heights Democratic Club","District 17","Joshua Arce","No"
"Bernal Heights Democratic Club","District 17","Leah Pimentel","No"
"Bernal Heights Democratic Club","District 17","London Breed","No"
"Bernal Heights Democratic Club","District 17","Malia Cohen","No"
"Bernal Heights Democratic Club","District 17","Marlene Tran","No"
"Bernal Heights Democratic Club","District 17","Melissa San Miguel","No"
"Bernal Heights Democratic Club","District 17","Michael E. Grafton","No"
"Bernal Heights Democratic Club","District 17","Nicholas Pasquarielleo","No"
"Bernal Heights Democratic Club","District 17","Petra DeJesus","Yes"
"Bernal Heights Democratic Club","District 17","Pratima Gupta","Yes"
"Bernal Heights Democratic Club","District 17","Rafael Mandelman","Yes"
"Bernal Heights Democratic Club","District 17","Rebecca Prozan","No"
"Bernal Heights Democratic Club","District 17","Rick Hauptman","No"
"Bernal Heights Democratic Club","District 17","Rodney Hauge","No"
"Bernal Heights Democratic Club","District 17","Scott Wiener","No"
"Bernal Heights Democratic Club","District 17","Shaun Haines","No"
"Bernal Heights Democratic Club","District 17","Sophie Maxwell","Yes"
"Bernal Heights Democratic Club","District 17","Tom Ammiano","Yes"
"Bernal Heights Democratic Club","District 17","Tom Hsieh, Sr.","No"
"Bernal Heights Democratic Club","District 17","Wade Woods","Yes"
"Bernal Heights Democratic Club","District 17","Wendy Ha Chau","No"
"Bernal Heights Democratic Club","District 17","Zoe Dunning","No"
"Bernal Heights Democratic Club","District 19","Angela Alioto",NA
"Bernal Heights Democratic Club","District 19","Bill Fazio",NA
"Bernal Heights Democratic Club","District 19","Brigitte Davila",NA
"Bernal Heights Democratic Club","District 19","Emily Murase",NA
"Bernal Heights Democratic Club","District 19","Eric Mar",NA
"Bernal Heights Democratic Club","District 19","Gabriel Medina",NA
"Bernal Heights Democratic Club","District 19","Hene Kelly",NA
"Bernal Heights Democratic Club","District 19","Joel Engardio",NA
"Bernal Heights Democratic Club","District 19","Kat Anderson",NA
"Bernal Heights Democratic Club","District 19","Keith Baraka",NA
"Bernal Heights Democratic Club","District 19","Leah LaCroix",NA
"Bernal Heights Democratic Club","District 19","Marjan Philhour",NA
"Bernal Heights Democratic Club","District 19","Mark Farrell",NA
"Bernal Heights Democratic Club","District 19","Mary Jung",NA
"Bernal Heights Democratic Club","District 19","Myrna Melgar",NA
"Bernal Heights Democratic Club","District 19","Norman Yee",NA
"Bernal Heights Democratic Club","District 19","Rachel Norton",NA
"Bernal Heights Democratic Club","District 19","Samuel Kwong",NA
"Bernal Heights Democratic Club","District 19","Sandra Lee Fewer",NA
"Bernal Heights Democratic Club","District 19","Tom A. Hsieh, Jr.",NA
"Bernal Heights Democratic Club","District 19","Trevor McNeil",NA
"Bernal Heights Democratic Club","Proposition","Local A","Yes"
"Bernal Heights Democratic Club","Proposition","Local B","Abstain"
"Bernal Heights Democratic Club","Proposition","Local C","Yes"
"Bernal Heights Democratic Club","Proposition","Local D","Yes"
"Bernal Heights Democratic Club","Proposition","Local E","Yes"
"Bernal Heights Democratic Club","Proposition","Regional AA","Yes"
"Bernal Heights Democratic Club","Proposition","State 50","Yes"
"Bernal Heights Democratic Club","State Senate","Jane Kim","Yes"
"Bernal Heights Democratic Club","State Senate","Scott Wiener","No"
"BOMA","District 17","Aaron Peskin","No"
"BOMA","District 17","Alix Rosenthal","Yes"
"BOMA","District 17","Alysabeth Alexander","No"
"BOMA","District 17","Arlo Hale Smith","Yes"
"BOMA","District 17","Bevan Dufty","No"
"BOMA","District 17","Cindy Wu","No"
"BOMA","District 17","David Campos","No"
"BOMA","District 17","David Giesen","No"
"BOMA","District 17","Frances Hsieh","No"
"BOMA","District 17","Francis Tsang","Yes"
"BOMA","District 17","Gary McCoy","Yes"
"BOMA","District 17","Gladys Soto","No"
"BOMA","District 17","Jane Kim","No"
"BOMA","District 17","Jill Wynns","Yes"
"BOMA","District 17","Jo Elias-Jackson","No"
"BOMA","District 17","John Burton","No"
"BOMA","District 17","Jon Golinger","No"
"BOMA","District 17","Joshua Arce","Yes"
"BOMA","District 17","Leah Pimentel","Yes"
"BOMA","District 17","London Breed","Yes"
"BOMA","District 17","Malia Cohen","Yes"
"BOMA","District 17","Marlene Tran","No"
"BOMA","District 17","Melissa San Miguel","No"
"BOMA","District 17","Michael E. Grafton","No"
"BOMA","District 17","Nicholas Pasquarielleo","No"
"BOMA","District 17","Petra DeJesus","No"
"BOMA","District 17","Pratima Gupta","No"
"BOMA","District 17","Rafael Mandelman","No"
"BOMA","District 17","Rebecca Prozan","Yes"
"BOMA","District 17","Rick Hauptman","No"
"BOMA","District 17","Rodney Hauge","No"
"BOMA","District 17","Scott Wiener","Yes"
"BOMA","District 17","Shaun Haines","No"
"BOMA","District 17","Sophie Maxwell","No"
"BOMA","District 17","Tom Ammiano","No"
"BOMA","District 17","Tom Hsieh, Sr.","Yes"
"BOMA","District 17","Wade Woods","No"
"BOMA","District 17","Wendy Ha Chau","No"
"BOMA","District 17","Zoe Dunning","Yes"
"BOMA","District 19","Angela Alioto","No"
"BOMA","District 19","Bill Fazio","No"
"BOMA","District 19","Brigitte Davila","No"
"BOMA","District 19","Emily Murase","Yes"
"BOMA","District 19","Eric Mar","No"
"BOMA","District 19","Gabriel Medina","No"
"BOMA","District 19","Hene Kelly","No"
"BOMA","District 19","Joel Engardio","Yes"
"BOMA","District 19","Kat Anderson","Yes"
"BOMA","District 19","Keith Baraka","Yes"
"BOMA","District 19","Leah LaCroix","No"
"BOMA","District 19","Marjan Philhour","Yes"
"BOMA","District 19","Mark Farrell","Yes"
"BOMA","District 19","Mary Jung","Yes"
"BOMA","District 19","Myrna Melgar","No"
"BOMA","District 19","Norman Yee","No"
"BOMA","District 19","Rachel Norton","Yes"
"BOMA","District 19","Samuel Kwong","No"
"BOMA","District 19","Sandra Lee Fewer","No"
"BOMA","District 19","Tom A. Hsieh, Jr.","Yes"
"BOMA","District 19","Trevor McNeil","Yes"
"BOMA","Proposition","Local A","Yes"
"BOMA","Proposition","Local B","Abstain"
"BOMA","Proposition","Local C","Abstain"
"BOMA","Proposition","Local D","Abstain"
"BOMA","Proposition","Local E","Yes"
"BOMA","Proposition","Regional AA","Yes"
"BOMA","Proposition","State 50",NA
"BOMA","State Senate","Jane Kim","No"
"BOMA","State Senate","Scott Wiener","Yes"
"Black Young Democrats of San Francisco","District 17","Aaron Peskin","No"
"Black Young Democrats of San Francisco","District 17","Alix Rosenthal","Yes"
"Black Young Democrats of San Francisco","District 17","Alysabeth Alexander","No"
"Black Young Democrats of San Francisco","District 17","Arlo Hale Smith","No"
"Black Young Democrats of San Francisco","District 17","Bevan Dufty","Yes"
"Black Young Democrats of San Francisco","District 17","Cindy Wu","No"
"Black Young Democrats of San Francisco","District 17","David Campos","No"
"Black Young Democrats of San Francisco","District 17","David Giesen","No"
"Black Young Democrats of San Francisco","District 17","Frances Hsieh","Yes"
"Black Young Democrats of San Francisco","District 17","Francis Tsang","No"
"Black Young Democrats of San Francisco","District 17","Gary McCoy","No"
"Black Young Democrats of San Francisco","District 17","Gladys Soto","No"
"Black Young Democrats of San Francisco","District 17","Jane Kim","Yes"
"Black Young Democrats of San Francisco","District 17","Jill Wynns","No"
"Black Young Democrats of San Francisco","District 17","Jo Elias-Jackson","No"
"Black Young Democrats of San Francisco","District 17","John Burton","No"
"Black Young Democrats of San Francisco","District 17","Jon Golinger","No"
"Black Young Democrats of San Francisco","District 17","Joshua Arce","Yes"
"Black Young Democrats of San Francisco","District 17","Leah Pimentel","Yes"
"Black Young Democrats of San Francisco","District 17","London Breed","Yes"
"Black Young Democrats of San Francisco","District 17","Malia Cohen","Yes"
"Black Young Democrats of San Francisco","District 17","Marlene Tran","No"
"Black Young Democrats of San Francisco","District 17","Melissa San Miguel","Yes"
"Black Young Democrats of San Francisco","District 17","Michael E. Grafton","No"
"Black Young Democrats of San Francisco","District 17","Nicholas Pasquarielleo","No"
"Black Young Democrats of San Francisco","District 17","Petra DeJesus","No"
"Black Young Democrats of San Francisco","District 17","Pratima Gupta","Yes"
"Black Young Democrats of San Francisco","District 17","Rafael Mandelman","No"
"Black Young Democrats of San Francisco","District 17","Rebecca Prozan","Yes"
"Black Young Democrats of San Francisco","District 17","Rick Hauptman","No"
"Black Young Democrats of San Francisco","District 17","Rodney Hauge","No"
"Black Young Democrats of San Francisco","District 17","Scott Wiener","Yes"
"Black Young Democrats of San Francisco","District 17","Shaun Haines","Yes"
"Black Young Democrats of San Francisco","District 17","Sophie Maxwell","No"
"Black Young Democrats of San Francisco","District 17","Tom Ammiano","No"
"Black Young Democrats of San Francisco","District 17","Tom Hsieh, Sr.","No"
"Black Young Democrats of San Francisco","District 17","Wade Woods","No"
"Black Young Democrats of San Francisco","District 17","Wendy Ha Chau","No"
"Black Young Democrats of San Francisco","District 17","Zoe Dunning","Yes"
"Black Young Democrats of San Francisco","District 19","Angela Alioto","No"
"Black Young Democrats of San Francisco","District 19","Bill Fazio","No"
"Black Young Democrats of San Francisco","District 19","Brigitte Davila","No"
"Black Young Democrats of San Francisco","District 19","Emily Murase","No"
"Black Young Democrats of San Francisco","District 19","Eric Mar","No"
"Black Young Democrats of San Francisco","District 19","Gabriel Medina","No"
"Black Young Democrats of San Francisco","District 19","Hene Kelly","No"
"Black Young Democrats of San Francisco","District 19","Joel Engardio","No"
"Black Young Democrats of San Francisco","District 19","Kat Anderson","Yes"
"Black Young Democrats of San Francisco","District 19","Keith Baraka","Yes"
"Black Young Democrats of San Francisco","District 19","Leah LaCroix","Yes"
"Black Young Democrats of San Francisco","District 19","Marjan Philhour","Yes"
"Black Young Democrats of San Francisco","District 19","Mark Farrell","Yes"
"Black Young Democrats of San Francisco","District 19","Mary Jung","Yes"
"Black Young Democrats of San Francisco","District 19","Myrna Melgar","No"
"Black Young Democrats of San Francisco","District 19","Norman Yee","No"
"Black Young Democrats of San Francisco","District 19","Rachel Norton","Yes"
"Black Young Democrats of San Francisco","District 19","Samuel Kwong","No"
"Black Young Democrats of San Francisco","District 19","Sandra Lee Fewer","Yes"
"Black Young Democrats of San Francisco","District 19","Tom A. Hsieh, Jr.","Yes"
"Black Young Democrats of San Francisco","District 19","Trevor McNeil","Yes"
"Black Young Democrats of San Francisco","Proposition","Local A","Yes"
"Black Young Democrats of San Francisco","Proposition","Local B","Yes"
"Black Young Democrats of San Francisco","Proposition","Local C","Yes"
"Black Young Democrats of San Francisco","Proposition","Local D","Yes"
"Black Young Democrats of San Francisco","Proposition","Local E","Yes"
"Black Young Democrats of San Francisco","Proposition","Regional AA","Yes"
"Black Young Democrats of San Francisco","Proposition","State 50",NA
"Black Young Democrats of San Francisco","State Senate","Jane Kim",NA
"Black Young Democrats of San Francisco","State Senate","Scott Wiener",NA
"Central City Democrats","District 17","Aaron Peskin","Yes"
"Central City Democrats","District 17","Alix Rosenthal","No"
"Central City Democrats","District 17","Alysabeth Alexander","Yes"
"Central City Democrats","District 17","Arlo Hale Smith","No"
"Central City Democrats","District 17","Bevan Dufty","Yes"
"Central City Democrats","District 17","Cindy Wu","Yes"
"Central City Democrats","District 17","David Campos","Yes"
"Central City Democrats","District 17","David Giesen","No"
"Central City Democrats","District 17","Frances Hsieh","Yes"
"Central City Democrats","District 17","Francis Tsang","No"
"Central City Democrats","District 17","Gary McCoy","No"
"Central City Democrats","District 17","Gladys Soto","Yes"
"Central City Democrats","District 17","Jane Kim","No"
"Central City Democrats","District 17","Jill Wynns","No"
"Central City Democrats","District 17","Jo Elias-Jackson","No"
"Central City Democrats","District 17","John Burton","Yes"
"Central City Democrats","District 17","Jon Golinger","Yes"
"Central City Democrats","District 17","Joshua Arce","No"
"Central City Democrats","District 17","Leah Pimentel","No"
"Central City Democrats","District 17","London Breed","No"
"Central City Democrats","District 17","Malia Cohen","No"
"Central City Democrats","District 17","Marlene Tran","No"
"Central City Democrats","District 17","Melissa San Miguel","No"
"Central City Democrats","District 17","Michael E. Grafton","No"
"Central City Democrats","District 17","Nicholas Pasquarielleo","No"
"Central City Democrats","District 17","Petra DeJesus","Yes"
"Central City Democrats","District 17","Pratima Gupta","No"
"Central City Democrats","District 17","Rafael Mandelman","Yes"
"Central City Democrats","District 17","Rebecca Prozan","No"
"Central City Democrats","District 17","Rick Hauptman","No"
"Central City Democrats","District 17","Rodney Hauge","No"
"Central City Democrats","District 17","Scott Wiener","No"
"Central City Democrats","District 17","Shaun Haines","No"
"Central City Democrats","District 17","Sophie Maxwell","Yes"
"Central City Democrats","District 17","Tom Ammiano","Yes"
"Central City Democrats","District 17","Tom Hsieh, Sr.","No"
"Central City Democrats","District 17","Wade Woods","No"
"Central City Democrats","District 17","Wendy Ha Chau","No"
"Central City Democrats","District 17","Zoe Dunning","No"
"Central City Democrats","District 19","Angela Alioto","Yes"
"Central City Democrats","District 19","Bill Fazio","No"
"Central City Democrats","District 19","Brigitte Davila","No"
"Central City Democrats","District 19","Emily Murase","No"
"Central City Democrats","District 19","Eric Mar","Yes"
"Central City Democrats","District 19","Gabriel Medina","No"
"Central City Democrats","District 19","Hene Kelly","Yes"
"Central City Democrats","District 19","Joel Engardio","No"
"Central City Democrats","District 19","Kat Anderson","No"
"Central City Democrats","District 19","Keith Baraka","Yes"
"Central City Democrats","District 19","Leah LaCroix","No"
"Central City Democrats","District 19","Marjan Philhour","No"
"Central City Democrats","District 19","Mark Farrell","No"
"Central City Democrats","District 19","Mary Jung","No"
"Central City Democrats","District 19","Myrna Melgar","Yes"
"Central City Democrats","District 19","Norman Yee","Yes"
"Central City Democrats","District 19","Rachel Norton","No"
"Central City Democrats","District 19","Samuel Kwong","No"
"Central City Democrats","District 19","Sandra Lee Fewer","Yes"
"Central City Democrats","District 19","Tom A. Hsieh, Jr.","No"
"Central City Democrats","District 19","Trevor McNeil","Yes"
"Central City Democrats","Proposition","Local A","No"
"Central City Democrats","Proposition","Local B","No"
"Central City Democrats","Proposition","Local C","Yes"
"Central City Democrats","Proposition","Local D","Yes"
"Central City Democrats","Proposition","Local E","Yes"
"Central City Democrats","Proposition","Regional AA","Yes"
"Central City Democrats","Proposition","State 50","Abstain"
"Central City Democrats","State Senate","Jane Kim","Abstain"
"Central City Democrats","State Senate","Scott Wiener","Abstain"
"City Democratic Club","District 17","Aaron Peskin","No"
"City Democratic Club","District 17","Alix Rosenthal","Yes"
"City Democratic Club","District 17","Alysabeth Alexander","No"
"City Democratic Club","District 17","Arlo Hale Smith","Yes"
"City Democratic Club","District 17","Bevan Dufty","No"
"City Democratic Club","District 17","Cindy Wu","No"
"City Democratic Club","District 17","David Campos","No"
"City Democratic Club","District 17","David Giesen","No"
"City Democratic Club","District 17","Frances Hsieh","No"
"City Democratic Club","District 17","Francis Tsang","Yes"
"City Democratic Club","District 17","Gary McCoy","Yes"
"City Democratic Club","District 17","Gladys Soto","No"
